"Pos.","N°","Nombre","Clase","LIGA","CLUB","MOTO","Mejor Tm","En Vuelta","Dif. resp. 1°","Dif. resp. anterior","Comentario"
"1","662","Carlos Ivan RIVERA BURBANO","50 cc","Nariño","CLUB JOSMARC MOTOS RACING","TVS","56.190","5","","",""
"2","307","Juan Jose JIMENEZ HIDALGO","50 cc","Nariño","CLUB DEPORTIVO BUFALO XTREM","TVS","58.006","9","1.816","1.816",""
"3","481","EMMANUEL DIAZ RUIZ","50 cc","Cauca","CLUB CORONA CLUB XTREME PARK","Yamaha","58.058","2","1.868","0.052",""
"4","961","Isaac Daniel Velasquez Salazar","50 cc","Nariño","CLUB DEPORTIVO BUFALO XTREM","TVS","1:02.757","9","6.567","4.699",""
"5","305-E","JUAN JOSÉ TOVAR MONTILLA","50 cc","Cauca","CLUB CORONA CLUB XTREME PARK","Yamaha","1:07.277","9","11.087","4.520",""
"6","784","Isabella Diaz botero","50 cc","Quindío","CLUB MONSTER GARAGE","Yamaha","1:08.867","9","12.677","1.590",""
"7","735-E","JEAN PAUL RUIZ","50 cc","Cauca","CLUB CORONA CLUB XTREME PARK","Yamaha","1:12.726","4","16.536","3.859",""
