"Pos.","N°","Nombre","Puntos","Clase","Dif. resp. 1°","Mejor Tm","MOTO","LIGA","CLUB","Vueltas"
"1","909","Javier ARIAS CASTAÑEDA","15","SM novatos - Metzeler","","57.740","","Antioquia","CLUB LOS PASKINES","8"
"2","387","Germán Darío Olaya caseres","13","SM novatos - Metzeler","1.598","58.297","","Tolima","CLUB COLOYA RACING TEAM","8"
"3","207","David Alejandro FORERO ZAPATA","11","SM novatos - Metzeler","2.197","58.487","","Putumayo","TEAM RACING MOCOA","8"
"4","928","Luis Carlos POLANCO GAMBOA","10","SM novatos - Metzeler","3.200","58.461","","Huila","CLUB MOTO JAPONESA","8"
"5","160","Jose Angel Moreno Varon","9","SM novatos - Metzeler","3.388","58.451","","Tolima","CLUB MOTORBIKE","8"
"6","144","John Andrés VIVAS VARON","8","SM novatos - Metzeler","17.479","59.629","","Valle del Cauca","Dos Ruedas Racing Team","8"
"7","842","Alexander DUQUE PATIÑO","7","SM novatos - Metzeler","18.850","59.881","","Meta","VILLAVICENCIO RACING CLUB","8"
"8","19","Edwin Alfonso Ruiz","6","SM novatos - Metzeler","19.535","59.815","","Tolima","CLUB MOTORBIKE","8"
"9","710","ACERCARSE A SECRETARIA","5","SM novatos - Metzeler","20.629","59.832","","","","8"
"10","314","Andres Felipe GONZALEZ CIFUENTES","4","SM novatos - Metzeler","22.469","1:00.395","","Meta","SUTA RACING CLUB","8"
"11","81","Juan Pablo RUIZ ALVAREZ","3","SM novatos - Metzeler","22.504","1:00.418","","Tolima","GR 522 RACING","8"
"12","707","Juan Pablo PUERTA ALZATE","2","SM novatos - Metzeler","23.467","1:00.486","","Antioquia","CLUB ANTIOQUIA 2 RUEDAS RACER","8"
"13","452","Hugo Mauricio ARROYAVE ARANDA","1","SM novatos - Metzeler","28.156","1:00.995","","Cundinamarca","CLUB GIRARDOT RACING","8"
"14","938","Luis Alejandro BALLEN CORTES","1","SM novatos - Metzeler","30.057","1:00.684","","Cundinamarca","CLUB IGUANA RACING GIRARDOT","8"
"15","151","Juan Pablo JARAMILLO OCAMPO","1","SM novatos - Metzeler","30.168","1:01.015","","Antioquia","CLUB LOS PASKINES","8"
