"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario"
"1","41","Nicolas DUQUE PATIÑO","15","150 cc","","Meta","SUTA RACING CLUB","","52.356","8",""
"2","227","Rigo German SALAZAR CERON","13","150 cc","Yamaha","Quindío","CLUB MONSTER GARAGE","3.683","52.261","8",""
"3","98","Mateo CASTELLANOS CARVAJAL","11","150 cc","Yamaha","Caldas","CLUB JHC RACING","9.111","52.297","8",""
"4","88","Gerardo camilo TORRES","10","150 cc","Yamaha","Valle del Cauca","Dos Ruedas Racing Team","10.173","52.370","8",""
"5","726","Nicolas MILLAN MURILLO","9","150 cc","Yamaha","Cauca","CLUB CORONA CLUB XTREME PARK","14.929","52.736","8",""
"6","96","Oscar Santiago MUÑOZ CARVAJAL","8","150 cc","Yamaha","Cauca","CLUB CORONA CLUB XTREME PARK","42.531","55.576","8",""
"7","988","JUAN CARLOS LOPEZ VIDAL","7","150 cc","Yamaha","Cauca","CLUB CORONA CLUB XTREME PARK","47.700","57.204","8",""
"8","68","Alvaro Javier PEREZ BERNAL","6","150 cc","Yamaha","Quindío","CLUB DISCOVER QUINDIO","56.800","58.010","8",""
"9","343","Juan Pablo BURBANO GOMEZ","5","150 cc","Yamaha","Putumayo","TEAM RACING MOCOA","2 Vueltas","58.083","6",""
"NT","846","Yamid Sebastian LOPEZ VALLEJOS","0","150 cc","Yamaha","Cauca","CLUB CORONA CLUB XTREME PARK","NT","57.594","5",""
"NT","434","EDGAR FELIPE ARTUNDUAGA CRUZ","0","150 cc","Yamaha","Huila","CLUB MOTO JAPONESA","NT","59.812","4",""
"NT","240-E","Luis Jaime","0","150 cc","Yamaha","Cauca","CLUB CORONA CLUB XTREME PARK","NT","53.582","2",""
"NT","921","Giomar Nicolas Ruiz Burbano","0","150 cc","Yamaha","Nariño","MOTOCLUB CONSACA","NT","1:15.499","1",""
"NT","222-E","Jeisson David Lamilla","0","150 cc","Yamaha","Cauca","CLUB CORONA CLUB XTREME PARK","NT","1:15.828","1",""
"NT","145","Juan Pablo GALVIS QUINTERO","0","150 cc","Yamaha","Putumayo","PUERTO ASIS","NT","","",""
"NT","243","David Fernando BURBANO GOMEZ","0","150 cc","Yamaha","Putumayo","TEAM RACING MOCOA","NT","","",""
"NT","155-E","Juan Felipe HERNANDEZ ALZATE","0","150 cc","Yamaha","Meta","CLUB LLANEROS RANCING","NT","","",""
"NT","207","David Alejandro FORERO ZAPATA","0","150 cc","Yamaha","Putumayo","TEAM RACING MOCOA","NT","","",""
"NT","240-E","Luis Jaime","0","150 cc","Yamaha","Cauca","CLUB CORONA CLUB XTREME PARK","NT","","",""
"NT","398","Guillermo Augusto DIAZ","0","150 cc","Yamaha","Quindío","CLUB MONSTER GARAGE","NT","","",""
"NT","831-E","JHON FREDY BURBANO PINZA","0","150 cc","Yamaha","Nariño","TEAM MOTOCLUB EL TAMBO","NT","","",""
