"Pos.","N°","Nombre","Puntos","Clase","MOTO","LIGA","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario"
"1","227","Rigo German SALAZAR CERON","10","150 cc Master","Yamaha","Quindío","CLUB MONSTER GARAGE","","49.705","8",""
"2","240-E","Luis Jaime","9","150 cc Master","Yamaha","Cauca","CLUB CORONA CLUB XTREME PARK","3.719","50.032","8",""
"3","45","Juan Carlos SEGURA MARTINEZ","8","150 cc Master","Yamaha","Cauca","CLUB CORONA CLUB XTREME PARK","4.326","50.328","8",""
"4","220","Diego Fernando CASTRO","15","150 cc Master","Yamaha","Nariño","CLUB DEPORTIVO BUFALO XTREM","12.091","50.246","8",""
"5","710","Alexander DIAZ CASTAÑO","13","150 cc Master","Yamaha","Cundinamarca","CLUB GIRARDOT RACING","12.262","50.685","8",""
"6","398","Guillermo Augusto DIAZ","11","150 cc Master","Yamaha","Quindío","CLUB MONSTER GARAGE","31.109","51.877","8",""
"NT","578","Raul Andres ARTUNDUAGA ROJAS","0","150 cc Master","","Quindío","","NT","51.550","3",""
"NE","173-E","ERLEY ALEXANDER ARTEAGA CHAUCANES","0","150 cc Master","Yamaha","Nariño","MOTOCLUB CONSACA","NE","","",""
