"Pos.","N°","Nombre","Clase","LIGA","CLUB","MOTO","Mejor Tm","En Vuelta","Dif. resp. 1°","Dif. resp. anterior","Comentario"
"1","255","Juan Sebastian WONG RODRÍGUEZ","115 cc Infantil","Quindío","CLUB MONSTER GARAGE","Yamaha","52.754","5","","",""
"2","312","Eder Sebastian JARAMILLO YARA","115 cc Infantil","Tolima","CLUB PISTON RACING","Yamaha","53.013","6","0.259","0.259",""
"3","181","Juan David Melo Bastidas","115 cc Infantil","Nariño","MOTOCLUB GUAITARILLA RACING TEAM","Yamaha","55.709","8","2.955","2.696",""
"4","395","Andres David Madroñero Alvear","115 cc Infantil","Nariño","CLUB MOTEROS RIDERS LA UNION","Yamaha","56.849","8","4.095","1.140",""
"5","267","Andres Esteban HIGUITA CARRILLO","115 cc Infantil","Quindío","CLUB MONSTER GARAGE","Yamaha","57.777","8","5.023","0.928",""
