"Pos.","N°","Nombre","Clase","LIGA","Puntos","MOTO","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","111","Martin OSPINA CUELLO","85 CC JUNIOR","Bogotá D.C.","15","Yamaha","Xspeed Racing","","1:28.259","13","","19:23.221"
"2","139","Valentino ZULETA CARDONA","85 CC JUNIOR","Antioquia","13","KTM","CLUB ANTIOQUIA 2 RUEDAS RACER","39.169","1:32.091","13","","20:02.390"
"3","222","Maximiliano RAMIREZ RESTREPO","85 CC JUNIOR","Antioquia","11","Yamaha","STUNT FIVE","59.074","1:28.366","13","","20:22.295"
"4","626","Juan Antonio PIEDRAHITA VARELA","85 CC JUNIOR","Risaralda","10","Husqvarna","CLUB LOS GUEPARDOS","1:07.431","1:33.566","13","","20:30.652"
"5","120","Matias GOMEZ ORJUELA","85 CC JUNIOR","Bogotá D.C.","9","KTM","Todo terreno track","1:08.330","1:33.732","13","","20:31.551"
"6","420","Esteban ARCILA ACEVEDO","85 CC JUNIOR","Risaralda","8","GasGas","CLUB LOS GUEPARDOS","1:10.070","1:33.783","13","","20:33.291"
"7","762","Oscar Alejandro VALBUENA ECHEVERRI","85 CC JUNIOR","Antioquia","7","Yamaha","CLUB DE MOTOCICLISMO STUNT FIVE","3 Vueltas","1:53.270","10","","19:28.762"
"NT","413","Samuel Emilio CAMACHO PAEZ","85 CC JUNIOR","Bogotá D.C.","0","GasGas","Xspeed Racing","NT","1:33.258","9","","14:05.605"
