"Pos.","N°","Nombre","Clase","LIGA","Puntos","MOTO","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","75","Juan Pablo Cardona Carvajal","INICIO","Antioquia","15","Honda","CLUB MOTOCROSS YARUMAL","","1:42.107","11","","20:19.030"
"2","821","John Fredy Hernández Osorio","INICIO","CALDAS","13","YAMAHA","","44.248","1:52.770","11","","21:03.278"
"3","61","Luis Fernando LOPEZ","INICIO","Putumayo","11","Husqvarna","CLUB EXTREME RACING","48.289","1:53.238","11","","21:07.319"
"4","97","Juan Camilo Restrepo Ospina","INICIO","Antioquia","10","Yamaha","CLUB MOTOCROSS DE YARUMAL","1:13.073","1:50.713","11","","21:32.103"
"5","287","JOSE ANDRES SILVA SIMANCA","INICIO","Antioquia","9","Yamaha","CLUB MOTOCROSS DE YARUMAL","1:52.867","1:56.109","11","","22:11.897"
"6","750","FREDDY ANDRES HOLGUIN LOAIZA","INICIO","Meta","8","Yamaha","CLUB DE MOTOCICLISMO SANTIHC 146","1 Vuelta","2:04.653","10","","20:55.534"
"7","92-E","Jhon wilmar Quirama Arredondo","INICIO","Antioquia","7","Kawasaki","CLUB GRILLOS RACING","1 Vuelta","1:56.741","10","","22:32.008"
"8","58","Diego Ignacio ROJAS ROSERO","INICIO","Nariño","6","Yamaha","CLUB DEPORTIVO BUFALO XTREM","2 Vueltas","2:04.382","9","","22:13.805"
"NT","89","Luis Felipe PALOMINO MEJIA","INICIO","Tolima - DEPARTAMENTAL","0","Yamaha","CLUB PISTON RACING","NT","1:55.304","6","","14:57.459"
