"Pos.","N°","Nombre","Clase","LIGA","Puntos","MOTO","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","888","Maximiliano YEPES ZAMORANO","65 CC","Antioquia","15","Yamaha","CLUB GRILLOS RACING","","1:36.189","12","","19:59.555"
"2","139","Valentino ZULETA CARDONA","65 CC","Antioquia","13","KTM","CLUB ANTIOQUIA 2 RUEDAS RACER","32.526","1:36.282","12","","20:32.081"
"3","35","Juan Angel MORALES GALLEGO","65 CC","Antioquia","11","Yamaha","CLUB GRILLOS RACING","1:32.794","1:42.810","12","","21:32.349"
"4","999","Jeronimo pulgarin cardona","65 CC","Antioquia","10","Yamaha","CLUB MOTOCROSS DE YARUMAL","1 Vuelta","1:47.594","11","","20:02.345"
"5","716","Thomas Andres MAHECHA CARRILLO","65 CC","Bogotá D.C.","9","Yamaha","Racing pilots Academy","1 Vuelta","1:50.200","11","","20:19.740"
"6","215","Sebastian LOPEZ CORTES","65 CC","Nariño","8","KTM","CLUB DEPORTIVO BUFALO XTREM","1 Vuelta","1:51.609","11","","21:39.877"
