"Pos.","N°","Nombre","Clase","LIGA","Puntos","MOTO","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","206","Juan Martin HOYOS VASQUEZ","50 CC","Antioquia","15","Yamaha","STUNT FIVE","","1:52.410","8","","14:46.288"
"2","716","Thomas Andres MAHECHA CARRILLO","50 CC","Bogotá D.C.","13","Cobra","Racing pilots Academy","11.751","1:53.714","8","","14:58.039"
"3","133","Jorge Mario OCAMPO MEJIA","50 CC","Antioquia","11","Cobra","CLUB ANTIOQUIA 2 RUEDAS RACER","30.749","1:54.869","8","","15:17.037"
"4","910","Sebastian LOPEZ MUÑOZ","50 CC","Antioquia","10","KTM","CLUB ANTIOQUIA 2 RUEDAS RACER","35.119","1:57.312","8","","15:21.407"
"5","317","Elias YEPES ZAMORANO","50 CC","Antioquia","9","Yamaha","CLUB GRILLOS RACING","2:06.110","1:57.522","8","","16:52.398"
"6","13","Valery DIAZ VELASQUEZ","50 CC","Bogotá D.C.","8","Cobra","Todo terreno track","1 Vuelta","2:23.105","7","","16:18.317"
