"Pos.","N°","Nombre","Clase","LIGA","Puntos","MOTO","CLUB","Dif. resp. 1°","Mejor Tm","Vueltas","Comentario","Total T°"
"1","206","Juan Martin HOYOS VASQUEZ","50 CC","Antioquia","15","Yamaha","STUNT FIVE","","1:52.572","8","","14:46.243"
"2","716","Thomas Andres MAHECHA CARRILLO","50 CC","Bogotá D.C.","13","Cobra","Racing pilots Academy","4.034","1:52.655","8","","14:50.277"
"3","133","Jorge Mario OCAMPO MEJIA","50 CC","Antioquia","11","Cobra","CLUB ANTIOQUIA 2 RUEDAS RACER","57.921","1:59.635","8","","15:44.164"
"4","910","Sebastian LOPEZ MUÑOZ","50 CC","Antioquia","10","KTM","CLUB ANTIOQUIA 2 RUEDAS RACER","59.371","1:59.741","8","","15:45.614"
"5","317","Elias YEPES ZAMORANO","50 CC","Antioquia","9","Yamaha","CLUB GRILLOS RACING","2:03.236","2:04.534","8","","16:49.479"
"6","13","Valery DIAZ VELASQUEZ","50 CC","Bogotá D.C.","8","Cobra","Todo terreno track","1 Vuelta","2:24.702","7","","16:40.986"
