"Pos.","N°","Nombre","Puntos","LIGA","CLUB","MOTO","Vueltas","Clase","Mejor Tm","En Vuelta","Dif. resp. 1°","Dif. resp. anterior","Comentario"
"1","88","Edison SAntiago GONZALEZ VELOZA","15","Tolima","CLUB PISTON RACING","KTM","11","Libre novatos","1:14.732","2","","",""
"2","81","Santiago Garcés Jiménez","13","Cauca","CLUB CORONA CLUB XTREME PARK","Yamaha","11","Libre novatos","1:16.326","5","12.640","12.640",""
"3","E-821","John Fredy Hernández Osorio","11","Caldas","CLUB VILLAMARIA RACING CLUB","Yamaha","11","Libre novatos","1:17.515","4","18.842","6.202",""
"4","444","Faber Andrés giraldo","10","Valle del Cauca","Carasucias","KTM","11","Libre novatos","1:17.844","4","33.298","14.456",""
"5","172","Brian Stiven ALVAREZ GRISALES","9","Tolima","CLUB PISTON RACING","Honda","11","Libre novatos","1:17.657","6","33.564","0.266",""
"6","217","Hector Fabio Restrepo","8","Valle del Cauca","Carasucias","KTM","11","Libre novatos","1:14.172","2","58.181","24.617",""
"7","92","Nelson Osorio","7","Valle del Cauca","Carasucias","KTM","11","Libre novatos","1:21.362","6","1:01.901","3.720",""
"8","222","Albeiro Aldemar Alvear Ortega","6","Valle del Cauca","Carasucias","KTM","11","Libre novatos","1:21.411","2","1:13.495","11.594",""
"NT","108","Juan José López","0","Caldas","CLUB VILLAMARIA RACING CLUB","Honda","4","Libre novatos","1:15.284","3","NT","",""
