"Pos.","N°","Nombre","Puntos","LIGA","CLUB","MOTO","Vueltas","Clase","Mejor Tm","En Vuelta","Dif. resp. 1°","Dif. resp. anterior","Comentario"
"1","114","Miguel Angel LOPEZ MARTINEZ","15","Quindío","CLUB RUTEROS DEL QUINDIO","Husqvarna","11","200 Expertos","1:07.634","3","","",""
"2","563","Jhon Jader Valero Palencia","13","Cauca","CLUB CORONA CLUB XTREME PARK","Yamaha","11","200 Expertos","1:09.782","3","40.495","40.495",""
"3","229","Rubén Dario peña hoyos","11","Valle del Cauca","Carasucias","Yamaha","11","200 Expertos","1:12.568","1","1:34.326","53.831",""
"4","132","Uberney VALENCIA MARTINEZ","10","Valle del Cauca","Carasucias","Yamaha","10","200 Expertos","1:13.282","6","1 Vuelta","1 Vuelta",""
"5","722","Alan HERNANDEZ RABE","9","Valle del Cauca","Carasucias","Honda","10","200 Expertos","1:13.161","3","1 Vuelta","0.526",""
"6","926","Santiago LEON","8","Quindío","CLUB RUTEROS DEL QUINDIO","Yamaha","9","200 Expertos","1:16.924","1","2 Vueltas","1 Vuelta",""
